row ID,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Row32549,Canberra,9.6,20.1,0.0,6.4,8.8,E,41.0,SSE,ESE,19.0,22.0,54.0,49.0,1019.6,1017.6,7.0,2.0,13.6,20.1,No,0
Row32550,Canberra,8.5,25.5,0.0,5.4,12.0,ENE,31.0,ESE,ENE,9.0,20.0,75.0,41.0,1019.7,1016.4,1.0,0.0,13.5,24.3,No,0
Row32551,Canberra,10.5,25.7,0.0,5.4,8.5,ENE,35.0,SE,ENE,6.0,22.0,85.0,47.0,1016.4,1012.5,7.0,5.0,14.5,24.2,No,0
Row32552,Canberra,17.4,27.0,13.2,1.2,7.8,NNW,30.0,N,NNW,13.0,11.0,92.0,63.0,1011.4,1011.2,7.0,5.0,19.2,25.3,Yes,0
Row32553,Canberra,19.2,25.1,0.0,3.8,2.9,ENE,46.0,ESE,ENE,13.0,19.0,75.0,74.0,1014.2,1011.9,6.0,8.0,22.2,21.7,No,1
Row32554,Canberra,18.2,23.9,21.8,4.2,6.3,NW,50.0,NNW,NNW,17.0,30.0,90.0,58.0,1010.5,1009.4,8.0,3.0,19.3,23.0,Yes,1
Row32555,Canberra,15.4,22.3,3.6,6.8,10.6,NW,44.0,NW,WNW,22.0,24.0,72.0,53.0,1013.4,1013.5,3.0,3.0,16.6,21.5,Yes,0
Row32556,Canberra,8.3,21.7,0.0,5.2,10.4,E,43.0,,W,0.0,6.0,88.0,51.0,1021.7,1021.7,1.0,5.0,13.0,19.8,No,0
Row32557,Canberra,7.5,20.5,0.0,4.4,11.7,SE,35.0,SSE,SSE,20.0,17.0,55.0,41.0,1032.3,1031.1,1.0,1.0,12.8,19.8,No,0
Row32558,Canberra,10.7,20.7,0.0,5.2,3.1,E,35.0,SSE,E,6.0,17.0,81.0,47.0,1036.5,1035.0,7.0,6.0,13.7,19.5,No,0
Row32559,Canberra,9.1,24.4,0.0,3.0,8.9,ENE,31.0,SE,WNW,7.0,9.0,83.0,41.0,1025.9,1022.0,6.0,5.0,14.0,22.9,No,0
Row32560,Canberra,9.9,26.6,0.0,4.6,11.5,ESE,24.0,SE,WNW,6.0,9.0,72.0,34.0,1024.4,1021.9,2.0,2.0,14.8,25.3,No,0
Row32561,Canberra,10.1,27.3,0.0,5.4,11.6,NW,24.0,SE,NNW,6.0,7.0,77.0,27.0,1026.3,1023.6,0.0,1.0,15.0,26.5,No,0
Row32562,Canberra,10.6,28.5,0.0,4.6,10.4,E,22.0,SE,WNW,6.0,7.0,75.0,32.0,1026.9,1023.6,7.0,3.0,16.4,27.8,No,0
Row32563,Canberra,11.0,26.0,0.0,4.0,2.7,NW,31.0,,NW,0.0,17.0,78.0,41.0,1022.3,1020.2,7.0,7.0,14.4,24.1,No,0
Row32564,Canberra,10.4,28.9,0.0,3.4,9.8,NW,41.0,SSE,NW,4.0,22.0,74.0,37.0,1022.6,1020.1,1.0,2.0,16.6,28.3,No,0
Row32565,Canberra,7.7,23.8,0.0,6.0,11.1,N,24.0,,NNW,0.0,7.0,87.0,40.0,1020.2,1017.7,1.0,1.0,13.2,22.9,No,0
Row32566,Canberra,7.9,26.5,0.0,4.6,,N,28.0,E,WNW,6.0,6.0,96.0,27.0,1020.5,1017.6,8.0,1.0,11.8,25.7,No,0
Row32567,Canberra,12.8,28.8,0.0,4.6,8.7,WNW,33.0,SE,WNW,7.0,13.0,81.0,38.0,1019.2,1014.5,4.0,4.0,17.0,27.7,No,1
Row32568,Canberra,16.4,20.6,3.4,2.2,1.2,SW,39.0,ENE,ENE,11.0,15.0,85.0,71.0,1019.7,1018.7,8.0,7.0,17.6,20.2,Yes,1
Row32569,Canberra,7.0,20.8,0.0,2.6,5.9,S,26.0,E,SW,4.0,7.0,89.0,46.0,1021.9,1018.8,7.0,1.0,11.3,19.9,No,0
Row32570,Canberra,9.2,20.8,0.0,4.2,6.8,ENE,31.0,,ENE,0.0,15.0,82.0,50.0,1022.9,1020.5,6.0,7.0,12.5,18.8,No,0
Row32571,Canberra,8.5,19.9,0.6,3.8,10.0,SSE,28.0,ESE,ENE,15.0,17.0,55.0,48.0,1024.3,1020.5,1.0,6.0,14.4,18.2,No,0
Row32572,Canberra,9.0,21.2,0.0,3.6,4.0,NE,31.0,SE,ENE,7.0,11.0,76.0,60.0,1020.9,1016.8,7.0,7.0,14.9,19.6,No,1
Row32573,Canberra,14.2,20.0,1.4,2.2,1.0,NNW,35.0,N,NNW,7.0,11.0,86.0,90.0,1015.7,1012.6,8.0,8.0,16.5,18.0,Yes,0
Row32574,Canberra,7.9,21.1,0.0,4.0,6.8,ENE,20.0,ESE,NNW,7.0,6.0,65.0,37.0,1016.5,1011.5,6.0,7.0,14.9,20.5,No,0
Row32575,Canberra,8.1,22.6,0.0,3.4,6.5,NW,35.0,,W,0.0,20.0,72.0,56.0,1011.3,1009.4,1.0,6.0,15.8,20.2,No,1
Row32576,Canberra,12.9,20.4,2.8,3.2,9.2,NW,61.0,NW,WNW,26.0,31.0,69.0,54.0,1008.7,1007.8,2.0,4.0,16.4,17.4,Yes,0
Row32577,Canberra,6.1,17.5,0.0,5.4,10.8,WNW,44.0,WNW,NW,20.0,26.0,50.0,44.0,1014.5,1013.1,1.0,1.0,11.1,17.0,No,0
Row32578,Canberra,0.2,20.3,0.0,3.6,9.9,SE,22.0,S,NW,9.0,7.0,65.0,29.0,1022.6,1019.9,1.0,0.0,11.1,19.6,No,0
Row32579,Canberra,0.7,21.7,0.0,2.8,8.9,N,30.0,SW,NNW,4.0,20.0,67.0,36.0,1023.3,1019.4,1.0,5.0,9.5,21.6,No,0
Row32580,Canberra,3.9,21.7,0.0,3.6,10.7,E,26.0,SSW,W,4.0,9.0,75.0,42.0,1023.4,1021.0,3.0,1.0,11.0,21.3,No,0
Row32581,Canberra,7.1,22.2,0.0,3.2,9.5,E,20.0,NNE,SW,7.0,6.0,76.0,43.0,1028.1,1024.6,6.0,1.0,14.5,21.2,No,0
Row32582,Canberra,10.1,23.7,0.0,3.0,9.9,W,17.0,SE,NNE,7.0,9.0,73.0,37.0,1028.4,1024.5,1.0,7.0,16.2,23.4,No,0
Row32583,Canberra,9.4,24.7,0.0,3.0,9.5,W,17.0,N,W,6.0,6.0,86.0,48.0,1027.5,1023.7,5.0,5.0,14.8,23.0,No,0
Row32584,Canberra,6.0,25.0,0.0,3.0,8.8,NW,39.0,,W,0.0,17.0,73.0,40.0,1022.9,1017.0,5.0,2.0,14.8,24.2,No,0
Row32585,Canberra,14.8,17.1,0.2,5.2,0.1,NW,50.0,NNW,NNW,13.0,30.0,91.0,85.0,1015.6,1011.0,8.0,7.0,15.8,16.6,No,1
Row32586,Canberra,10.6,19.2,13.2,2.6,8.8,SSW,41.0,WNW,NW,19.0,9.0,71.0,34.0,1013.9,1014.6,4.0,5.0,13.8,17.4,Yes,0
Row32587,Canberra,2.5,14.2,0.0,2.0,0.0,WNW,33.0,,WNW,0.0,20.0,81.0,53.0,1020.0,1017.8,7.0,7.0,8.8,13.8,No,0
Row32588,Canberra,3.6,17.9,0.0,1.4,10.5,NW,48.0,NNW,NW,20.0,33.0,71.0,44.0,1020.6,1017.2,4.0,1.0,11.9,16.2,No,0
Row32589,Canberra,3.6,19.5,0.0,3.8,9.2,ENE,28.0,SE,NNW,6.0,4.0,77.0,43.0,1026.6,1024.4,1.0,2.0,9.2,18.4,No,0
Row32590,Canberra,5.5,19.8,0.0,3.4,9.3,NW,33.0,SSE,NNW,2.0,20.0,77.0,46.0,1029.2,1025.1,3.0,3.0,12.4,19.3,No,0
Row32591,Canberra,1.7,21.2,0.0,2.8,10.0,NW,26.0,SSE,NNW,6.0,15.0,87.0,41.0,1026.8,1024.2,1.0,1.0,8.6,20.6,No,0
Row32592,Canberra,6.6,22.5,0.6,2.8,8.1,WNW,57.0,SSW,NW,4.0,28.0,83.0,44.0,1021.9,1015.7,3.0,6.0,14.2,21.6,No,1
Row32593,Canberra,1.8,16.8,0.0,3.0,7.0,NW,22.0,WNW,NW,2.0,13.0,89.0,49.0,1024.1,1020.4,8.0,4.0,6.0,16.4,No,0
Row32594,Canberra,0.7,19.0,0.0,1.4,9.8,N,20.0,SSE,NNW,6.0,11.0,85.0,49.0,1024.3,1020.8,1.0,1.0,7.5,18.4,No,0
Row32595,Canberra,2.0,19.0,0.0,1.4,9.7,NNW,24.0,SE,NNW,4.0,13.0,87.0,40.0,1023.7,1019.7,1.0,1.0,8.8,18.7,No,0
Row32596,Canberra,1.4,18.9,0.0,2.0,9.8,,,NNW,NW,4.0,26.0,87.0,42.0,1021.6,1017.1,0.0,1.0,8.3,17.8,No,0
Row32597,Canberra,-1.5,13.9,0.0,2.4,9.6,NNW,30.0,N,NW,6.0,19.0,68.0,36.0,1020.1,1019.0,1.0,3.0,5.6,13.3,No,0
Row32598,Canberra,-3.7,15.9,0.0,2.6,8.8,SSE,31.0,SW,NW,4.0,15.0,75.0,46.0,1021.4,1018.0,1.0,2.0,4.5,15.2,No,0
Row32599,Canberra,-0.3,17.0,0.0,5.2,7.7,WNW,22.0,,W,0.0,7.0,,44.0,1020.3,1016.4,8.0,2.0,,16.5,No,0
Row32600,Canberra,-2.0,17.0,0.0,1.6,6.1,SE,17.0,WNW,NW,2.0,11.0,93.0,50.0,1022.7,1019.6,7.0,6.0,5.1,15.6,No,0
Row32601,Canberra,3.6,16.1,0.0,1.2,2.2,SE,20.0,SE,SW,9.0,2.0,88.0,50.0,1021.8,1018.3,7.0,7.0,7.7,14.9,No,0
Row32602,Canberra,0.0,16.4,0.0,1.6,9.5,S,30.0,SE,S,6.0,15.0,82.0,32.0,1020.9,1019.1,5.0,6.0,7.5,16.1,No,0
Row32603,Canberra,-1.6,16.9,0.0,1.4,9.0,NW,17.0,,NW,0.0,9.0,83.0,37.0,1024.7,1021.3,1.0,1.0,4.8,16.5,No,0
Row32604,Canberra,0.8,14.1,0.0,2.2,6.7,ESE,15.0,E,N,6.0,9.0,84.0,48.0,1024.4,1020.8,7.0,7.0,6.1,14.0,No,0
Row32605,Canberra,0.6,15.0,0.0,1.2,7.5,E,20.0,SE,S,6.0,11.0,79.0,35.0,1023.6,1021.2,1.0,4.0,7.2,14.0,No,0
Row32606,Canberra,2.0,15.4,0.0,1.6,7.1,NE,22.0,S,WNW,7.0,6.0,69.0,44.0,1024.9,1020.8,3.0,4.0,7.4,14.4,No,0
Row32607,Canberra,7.7,13.8,0.6,1.0,0.0,ENE,20.0,NNE,SSE,2.0,4.0,94.0,87.0,1011.6,1007.0,8.0,7.0,11.0,13.3,No,1
Row32608,Canberra,7.6,14.9,11.2,2.2,3.3,SE,50.0,SSE,SE,11.0,28.0,92.0,64.0,1009.2,1010.9,8.0,6.0,10.8,12.9,Yes,0
Row32609,Canberra,4.9,15.0,0.8,2.4,4.7,SE,22.0,SSE,NNW,9.0,6.0,82.0,57.0,1020.9,1019.3,3.0,7.0,10.1,14.3,No,0
Row32610,Canberra,8.9,12.4,20.8,2.8,0.0,SSE,41.0,NNW,WNW,13.0,11.0,96.0,95.0,1003.6,1001.5,8.0,8.0,9.3,9.9,Yes,1
Row32611,Canberra,0.0,15.0,0.0,2.6,7.1,NNW,15.0,SE,NNW,6.0,9.0,87.0,44.0,1022.0,1019.5,7.0,7.0,6.6,14.0,No,0
Row32612,Canberra,-1.2,13.6,0.0,0.8,6.3,S,43.0,N,S,7.0,20.0,89.0,51.0,1019.0,1019.4,1.0,6.0,4.0,12.9,No,0
Row32613,Canberra,-2.5,13.6,0.0,1.0,8.6,SE,20.0,NNW,N,4.0,7.0,79.0,46.0,1026.8,1024.3,1.0,2.0,5.4,12.7,No,0
Row32614,Canberra,0.3,12.9,0.0,1.4,8.0,NW,41.0,,NNW,0.0,24.0,87.0,50.0,1023.9,1019.2,6.0,4.0,6.1,11.4,No,0
Row32615,Canberra,3.0,7.7,0.0,1.6,0.7,NNW,46.0,N,NW,20.0,20.0,74.0,79.0,1012.7,1009.9,7.0,7.0,5.8,6.0,No,0
Row32616,Canberra,2.7,12.0,0.0,1.6,9.7,WNW,43.0,NW,N,13.0,26.0,64.0,50.0,1018.6,1018.7,1.0,1.0,6.6,10.5,No,0
Row32617,Canberra,-3.8,13.0,0.0,2.4,8.1,WNW,35.0,ESE,WNW,2.0,19.0,,43.0,1021.7,1017.7,1.0,1.0,0.9,12.1,No,0
Row32618,Canberra,-1.8,11.5,0.0,1.4,0.8,S,31.0,,SSW,0.0,9.0,78.0,36.0,1024.2,1023.1,1.0,1.0,4.6,11.0,No,0
Row32619,Canberra,-4.5,13.3,0.0,1.6,8.2,ESE,13.0,,WSW,0.0,6.0,,43.0,1036.3,1032.7,0.0,0.0,2.0,12.7,No,0
Row32620,Canberra,-1.5,15.0,0.0,1.2,5.6,,,NNE,NW,4.0,20.0,93.0,58.0,1029.8,1024.6,4.0,7.0,1.8,13.7,No,1
Row32621,Canberra,4.1,12.1,5.6,4.4,9.8,WNW,43.0,NW,NW,20.0,17.0,75.0,49.0,1018.0,1016.6,1.0,1.0,7.0,11.4,Yes,0
Row32622,Canberra,4.3,13.0,0.0,2.8,5.0,NNW,43.0,N,NW,26.0,26.0,79.0,49.0,1019.8,1019.2,7.0,5.0,8.4,12.5,No,0
Row32623,Canberra,0.5,15.3,0.0,2.6,8.2,NNE,20.0,ESE,NNW,7.0,9.0,88.0,49.0,1027.6,1025.9,1.0,1.0,5.3,14.5,No,0
Row32624,Canberra,2.4,14.4,0.0,1.4,6.2,NNW,15.0,SSW,NNW,6.0,7.0,87.0,62.0,1035.2,1033.9,7.0,3.0,6.8,12.0,No,0
Row32625,Canberra,-0.2,13.1,0.0,1.6,3.6,E,26.0,ESE,ESE,9.0,11.0,86.0,72.0,1039.3,1037.3,4.0,7.0,6.9,11.1,No,0
Row32626,Canberra,2.8,13.5,0.0,1.2,3.3,E,28.0,SE,E,11.0,9.0,87.0,56.0,1039.5,1035.7,5.0,7.0,8.9,12.4,No,1
Row32627,Canberra,7.7,14.9,1.2,0.4,8.0,N,17.0,S,NNW,6.0,9.0,92.0,48.0,1032.0,1027.5,3.0,4.0,10.2,14.1,Yes,0
Row32628,Canberra,3.6,14.4,0.0,1.4,1.7,NNW,48.0,,NNW,0.0,13.0,93.0,73.0,1025.1,1020.8,7.0,7.0,7.4,14.2,No,1
Row32629,Canberra,7.3,12.6,7.4,0.8,8.7,NNW,39.0,NNW,NNW,20.0,26.0,81.0,71.0,1018.5,1018.8,2.0,2.0,10.0,9.5,Yes,0
Row32630,Canberra,-5.0,8.9,0.0,2.6,7.7,NNW,31.0,,NNW,0.0,22.0,89.0,54.0,1021.8,1018.1,0.0,1.0,-0.3,8.6,No,0
Row32631,Canberra,-3.1,9.1,0.2,1.9,9.5,N,35.0,,NNW,0.0,24.0,69.0,49.0,1020.6,1017.8,1.0,0.0,2.2,7.9,No,0
Row32632,Canberra,-1.4,11.4,0.0,1.2,5.8,WNW,31.0,SSE,WNW,6.0,20.0,99.0,42.0,1025.5,1023.8,7.0,3.0,3.1,10.6,No,0
Row32633,Canberra,0.0,11.5,6.2,0.2,7.1,SE,17.0,NNE,SSW,4.0,6.0,100.0,47.0,1028.6,1028.1,8.0,5.0,1.0,11.0,Yes,0
Row32634,Canberra,-4.3,12.3,0.0,2.4,8.1,N,17.0,,N,0.0,9.0,98.0,48.0,1032.9,1028.7,1.0,4.0,0.0,11.8,No,0
Row32635,Canberra,2.4,11.3,1.2,0.0,2.2,SE,24.0,,SSW,0.0,11.0,97.0,83.0,1019.3,1018.9,8.0,8.0,6.6,9.2,Yes,0
Row32636,Canberra,-3.7,13.1,1.0,2.4,7.9,SSW,17.0,,SW,0.0,7.0,,37.0,1027.2,1025.1,6.0,2.0,1.3,12.7,No,0
Row32637,Canberra,-3.5,13.6,0.0,0.8,8.6,ESE,22.0,,NW,0.0,6.0,81.0,39.0,1030.2,1027.3,0.0,1.0,3.8,13.1,No,0
Row32638,Canberra,2.4,12.2,0.4,2.0,0.2,N,15.0,W,NNE,2.0,6.0,95.0,67.0,1029.2,1024.5,7.0,7.0,5.7,12.0,No,0
Row32639,Canberra,5.6,14.6,0.0,0.4,3.7,NNW,41.0,N,WNW,26.0,20.0,94.0,56.0,1021.4,1020.1,8.0,6.0,10.6,13.3,No,0
Row32640,Canberra,-2.5,14.4,0.0,1.2,8.6,E,24.0,NW,ENE,2.0,9.0,90.0,47.0,1025.5,1022.4,1.0,3.0,3.1,13.6,No,0
Row32641,Canberra,2.8,14.0,0.0,1.2,0.0,N,70.0,,W,0.0,7.0,91.0,97.0,1020.4,1013.4,8.0,8.0,7.2,10.2,No,1
Row32642,Canberra,6.7,10.7,39.0,4.6,8.4,NNW,76.0,NW,NW,31.0,39.0,77.0,59.0,1008.6,1010.1,6.0,5.0,7.9,9.7,Yes,1
Row32643,Canberra,1.4,11.4,8.2,2.2,9.4,W,46.0,NW,WNW,13.0,20.0,70.0,39.0,1018.1,1019.8,1.0,3.0,6.4,11.2,Yes,0
Row32644,Canberra,-3.4,12.2,0.2,2.0,6.5,W,17.0,SW,W,2.0,9.0,99.0,48.0,1028.4,1025.6,8.0,1.0,-0.7,11.6,No,0
Row32645,Canberra,-2.8,12.0,0.0,2.0,8.6,NNW,30.0,,NNW,0.0,19.0,85.0,45.0,1029.4,1025.5,1.0,0.0,2.5,11.4,No,0
Row32646,Canberra,-3.9,12.2,0.0,2.0,6.7,NNW,41.0,,NW,0.0,26.0,,58.0,1023.5,1019.1,1.0,6.0,0.3,10.5,No,0
Row32647,Canberra,-4.2,12.0,0.0,0.8,8.4,,,S,WSW,4.0,6.0,82.0,26.0,1029.1,1026.6,1.0,2.0,1.8,11.5,No,0
Row32648,Canberra,-2.9,14.7,0.0,1.4,8.6,NNW,26.0,,NNW,0.0,15.0,,49.0,1032.6,1028.4,1.0,3.0,3.0,14.1,No,0
Row32649,Canberra,2.0,14.1,0.0,1.8,6.1,ESE,26.0,N,NNW,6.0,6.0,87.0,45.0,1031.7,1028.7,4.0,5.0,7.0,13.0,No,0
Row32650,Canberra,-1.8,14.0,0.2,2.4,9.3,ESE,13.0,SE,S,9.0,4.0,89.0,30.0,1036.2,1034.1,0.0,1.0,3.6,13.3,No,0
Row32651,Canberra,-1.4,14.1,0.0,0.8,6.5,E,24.0,S,WSW,6.0,6.0,86.0,45.0,1037.6,1032.9,8.0,6.0,4.4,13.8,No,0
Row32652,Canberra,-0.5,13.9,0.0,1.4,1.3,NE,28.0,,E,0.0,15.0,95.0,73.0,1030.3,1025.3,7.0,7.0,5.2,11.9,No,1
Row32653,Canberra,5.0,15.0,4.0,1.0,1.7,NNW,31.0,NNW,WNW,11.0,15.0,95.0,65.0,1020.3,1016.2,7.0,7.0,10.2,13.4,Yes,0
Row32654,Canberra,8.8,15.4,0.8,2.0,4.1,WNW,50.0,N,W,15.0,17.0,89.0,59.0,1013.3,1015.1,7.0,6.0,11.1,12.0,No,0
Row32655,Canberra,6.4,12.2,0.0,2.4,4.7,NNW,59.0,NW,NW,30.0,30.0,68.0,85.0,1019.0,1013.3,2.0,7.0,9.5,7.6,No,1
Row32656,Canberra,4.7,13.7,0.0,2.8,8.5,SSW,57.0,S,SSE,30.0,19.0,69.0,44.0,1021.6,1019.6,7.0,2.0,9.5,12.8,No,0
Row32657,Canberra,-3.4,12.2,0.0,2.8,8.7,NW,22.0,SSW,WNW,2.0,7.0,78.0,37.0,1022.2,1020.8,1.0,2.0,3.3,11.7,No,0
Row32658,Canberra,-4.2,12.0,0.0,1.6,8.4,E,17.0,,W,0.0,6.0,,31.0,1026.6,1022.8,1.0,3.0,2.9,11.1,No,0
Row32659,Canberra,-3.2,12.1,0.0,1.4,8.6,NNW,30.0,,N,0.0,17.0,,28.0,1022.1,1019.2,1.0,1.0,2.9,11.5,No,0
Row32660,Canberra,3.3,15.0,10.2,3.4,2.9,N,63.0,NNW,NE,4.0,24.0,90.0,82.0,1017.7,1012.0,8.0,7.0,9.9,13.0,Yes,1
Row32661,Canberra,5.8,7.9,12.0,4.0,1.2,NW,57.0,NW,NW,28.0,28.0,87.0,90.0,1008.4,1002.9,5.0,7.0,6.7,6.7,Yes,1
Row32662,Canberra,-2.3,15.3,0.2,1.4,9.4,S,30.0,NNW,NNW,6.0,17.0,78.0,46.0,1014.4,1013.0,1.0,1.0,5.8,14.2,No,0
Row32663,Canberra,4.6,12.0,0.0,1.8,8.2,NNW,50.0,NNW,NW,20.0,22.0,74.0,61.0,1015.5,1010.9,3.0,6.0,7.4,10.4,No,0
Row32664,Canberra,5.6,14.2,1.0,2.4,5.6,NW,52.0,NW,WNW,28.0,30.0,82.0,62.0,1005.8,1005.0,6.0,7.0,9.5,10.5,No,1
Row32665,Canberra,-2.4,12.4,0.4,2.4,9.7,NW,28.0,N,N,13.0,7.0,66.0,43.0,1022.8,1020.0,1.0,1.0,4.5,12.1,No,0
Row32666,Canberra,-3.5,11.8,0.0,1.6,3.3,NW,57.0,,SSW,0.0,2.0,82.0,87.0,1019.6,1011.3,3.0,8.0,3.4,7.3,No,1
Row32667,Canberra,3.4,14.8,16.6,1.8,6.3,NW,69.0,NNW,W,33.0,30.0,84.0,58.0,1008.7,1007.0,7.0,6.0,10.6,12.6,Yes,0
Row32668,Canberra,4.9,10.9,0.2,4.6,7.9,WNW,48.0,NW,WNW,20.0,22.0,46.0,49.0,1013.3,1013.0,1.0,5.0,7.3,8.4,No,0
Row32669,Canberra,-2.8,13.4,0.0,2.8,9.0,NW,26.0,S,NNW,7.0,13.0,84.0,49.0,1024.4,1020.5,2.0,2.0,4.4,12.4,No,0
Row32670,Canberra,2.8,12.8,0.0,2.2,5.3,NW,26.0,SSW,NW,7.0,11.0,74.0,52.0,1017.2,1011.6,7.0,6.0,7.6,11.7,No,0
Row32671,Canberra,5.9,12.1,0.2,1.6,5.9,WNW,48.0,NNW,WNW,22.0,24.0,77.0,45.0,1013.4,1009.7,5.0,6.0,8.1,10.0,No,0
Row32672,Canberra,2.4,9.3,0.0,4.0,9.8,NW,54.0,WNW,NW,19.0,33.0,53.0,46.0,1009.4,1005.7,2.0,7.0,6.1,8.2,No,1
Row32673,Canberra,4.3,12.5,0.0,1.6,8.3,WNW,57.0,NNW,WNW,24.0,33.0,80.0,44.0,1007.4,1010.0,5.0,4.0,7.5,9.8,No,0
Row32674,Canberra,-2.1,13.1,0.0,2.8,9.2,N,24.0,N,NW,6.0,13.0,80.0,47.0,1023.1,1023.1,1.0,1.0,5.4,12.5,No,0
Row32675,Canberra,1.0,13.7,0.0,2.8,11.1,N,31.0,SSE,NNW,6.0,15.0,74.0,45.0,1029.8,1026.7,1.0,1.0,7.6,13.1,No,0
Row32676,Canberra,2.7,14.2,0.0,3.2,10.2,WNW,20.0,ESE,N,4.0,7.0,71.0,46.0,1028.0,1025.2,7.0,2.0,8.6,13.5,No,0
Row32677,Canberra,4.2,19.0,0.0,3.0,6.6,NW,57.0,NNW,WNW,31.0,26.0,55.0,39.0,1016.5,1014.4,5.0,7.0,13.4,17.8,No,0
Row32678,Canberra,8.1,12.4,24.2,5.2,8.4,NNW,83.0,NW,NW,35.0,35.0,80.0,71.0,1011.0,1012.9,4.0,6.0,9.5,10.8,Yes,0
Row32679,Canberra,-0.3,13.6,0.0,3.0,8.5,S,28.0,S,W,9.0,7.0,64.0,38.0,1024.8,1023.2,3.0,4.0,7.2,12.9,No,0
Row32680,Canberra,-0.2,14.2,0.0,2.4,9.9,W,22.0,SE,N,6.0,11.0,67.0,35.0,1027.9,1023.4,1.0,1.0,7.2,13.5,No,0
Row32681,Canberra,2.7,15.5,0.0,2.0,3.8,NW,44.0,N,NW,6.0,20.0,80.0,60.0,1017.1,1010.9,6.0,8.0,8.8,13.6,No,1
Row32682,Canberra,8.8,16.0,4.8,2.8,7.8,WNW,69.0,NNW,WNW,19.0,26.0,69.0,54.0,1004.5,1004.2,1.0,5.0,13.7,10.4,Yes,1
Row32683,Canberra,3.2,16.6,1.2,3.2,11.4,NW,48.0,WNW,NW,9.0,33.0,49.0,40.0,1018.1,1016.6,0.0,1.0,10.6,15.1,Yes,0
Row32684,Canberra,-1.7,15.2,0.0,3.8,8.7,NW,39.0,W,NNW,2.0,26.0,82.0,46.0,1022.4,1017.9,1.0,3.0,7.3,14.5,No,0
Row32685,Canberra,2.2,15.0,0.0,4.4,1.9,ENE,43.0,SSE,E,6.0,17.0,80.0,73.0,1017.1,1012.6,6.0,7.0,10.1,11.2,No,1
Row32686,Canberra,0.2,16.8,0.0,4.0,7.0,NNW,43.0,SSW,N,4.0,17.0,93.0,52.0,1023.2,1019.2,8.0,3.0,5.5,16.1,No,0
Row32687,Canberra,2.1,21.2,0.0,3.2,9.2,E,43.0,S,N,4.0,9.0,78.0,47.0,1024.8,1022.2,1.0,1.0,10.7,20.9,No,0
Row32688,Canberra,2.2,19.8,0.0,3.6,8.2,N,43.0,NNW,NNW,6.0,26.0,92.0,46.0,1023.1,1019.2,8.0,3.0,9.1,18.9,No,0
Row32689,Canberra,3.9,17.7,0.0,4.0,9.5,NW,44.0,NNW,NNW,17.0,30.0,74.0,44.0,1018.6,1015.9,7.0,5.0,11.6,16.5,No,0
Row32690,Canberra,2.8,20.5,0.0,,9.6,NNW,43.0,NNE,NW,2.0,30.0,71.0,29.0,1020.8,1017.9,1.0,1.0,12.4,20.3,No,0
Row32691,Canberra,5.7,20.7,0.0,6.4,9.1,W,61.0,NW,WNW,17.0,33.0,50.0,34.0,1014.0,1010.9,5.0,3.0,16.6,18.9,No,0
Row32692,Canberra,8.1,16.9,0.0,6.6,9.6,NW,63.0,NW,NW,39.0,33.0,48.0,32.0,1012.8,1012.4,1.0,7.0,13.3,15.0,No,0
Row32693,Canberra,2.2,13.8,0.0,4.6,8.5,S,30.0,SW,ESE,13.0,11.0,38.0,31.0,1018.2,1017.4,1.0,7.0,10.0,11.8,No,0
Row32694,Canberra,-1.9,14.8,0.6,3.8,10.5,NNW,31.0,NW,NNW,6.0,24.0,57.0,38.0,1025.3,1022.4,1.0,6.0,7.9,14.0,No,0
Row32695,Canberra,-0.4,16.2,0.0,4.4,8.9,NNW,30.0,WSW,NNW,6.0,11.0,67.0,36.0,1027.6,1024.9,8.0,6.0,9.6,15.8,No,0
Row32696,Canberra,4.5,18.2,0.0,3.0,1.9,NE,41.0,E,ENE,9.0,24.0,68.0,71.0,1029.8,1027.3,7.0,6.0,13.8,15.1,No,1
Row32697,Canberra,10.9,17.7,3.0,2.6,1.6,ENE,44.0,ENE,E,19.0,24.0,73.0,70.0,1030.5,1028.6,7.0,7.0,13.3,14.9,Yes,0
Row32698,Canberra,10.2,19.3,0.0,2.6,2.8,NE,46.0,ESE,NE,11.0,20.0,80.0,57.0,1027.0,1022.2,7.0,7.0,13.8,18.8,No,0
Row32699,Canberra,10.9,23.4,0.4,4.4,9.3,N,30.0,S,N,2.0,13.0,76.0,46.0,1022.9,1017.5,7.0,5.0,15.4,22.5,No,1
Row32700,Canberra,12.4,17.9,3.4,3.8,9.6,NNW,44.0,N,NNW,24.0,28.0,78.0,49.0,1016.2,1016.4,2.0,1.0,13.8,16.8,Yes,0
Row32701,Canberra,1.1,19.1,0.0,6.0,9.6,ENE,39.0,,NNE,0.0,9.0,84.0,38.0,1024.6,1021.2,1.0,2.0,8.0,17.9,No,0
Row32702,Canberra,8.3,18.4,0.0,3.2,3.9,E,43.0,E,ESE,13.0,20.0,69.0,56.0,1032.0,1031.4,5.0,7.0,13.7,16.3,No,0
